,carrier,sentiment,polarity,churn_likeliness,text,clf_text
,,,,,,
,,,,,Approx Aug 7 - new customer + financed iPhoneX  S max.,
,,,,,Sales rep made me port tmobile # from account that i advised her was closed.,
,,,,,Service was immediately suspended on my new AT&T service,
,,,,,"To date, my phone is yet to have service.""",
124967,att tmobile,neu,0,0,@BBinCali @JayTea1993 @TMobile @ATT @ATTHelp Do it,@tmobile @att @atthelp do it
125106,att tmobile,neu,0,0,@lemonadewilemon @JohnLegere @ATTHelp @TMobileHelp @TMobile Ohhh __ __ Thank you for responding!,@atthelp @tmobilehelp @tmobile ohhh thank you for responding
125108,att tmobile,neg,-0.091666667,0,"It’s not good in buildings but it’s decent speeds when your outside and expect some dropped calls… https://t.co/gs0EveuUQe""",it s not good in buildings but it s decent speeds when your outside and expect some dropped calls
125112,att tmobile,pos,0.1625,1,"I am very interested in switching over from @ATTHelp to @TMobileHelp @TMobile. I'm only concerned about network coverage. I will primarily be in Dallas Fort worth area. Can somebody give me an honest reply to this? Also how's the network quality inside the buildings?… https://t.co/R37g2FI3D3""",i am very interested in switching over from @atthelp to @tmobilehelp @tmobile only concerned about network coverage i will primarily be in dallas fort worth area can somebody give me an honest reply to this also the network quality inside the buildings
125334,att tmobile,neu,0,1,@JayTea1993 @TMobile I’m about to give a similar goodbye message to @att @atthelp __,@tmobile i m about to give a similar goodbye message to @att @atthelp
126357,att tmobile,neu,0,0,Guess your not getting paid. Nor will I be paying anyone trying to collect the money on your behalf. Beyond stupid situation.  ,guess your not getting paid nor will i be paying anyone trying to collect the money on your behalf beyond stupid situation the window for me to give @tmobile a copy of the bill is closing and not going to pay for your mistakes oh
,,,,,The window for me to give @TMobile a copy of the bill is closing and I'm not going to pay for YOUR MISTAKES,
,,,,,,
,,,,,Oh & @realDonaldTrump,
,,,,,"#MAGA… https://t.co/tZJXl4nI2f""",
126367,att tmobile,neu,0,1,"Well, I'm with @tmobile now. And just got off the phone with @ATT support 6 transfers later I'm being told you have an error on your side & that you can't send me a bill because I already canceled. You reverted to an address I haven't lived at in 5 years",well with @tmobile now and just got off the phone with @att support transfers later being told you have an error on your side that you send me a bill because i already canceled you reverted to an address i lived at in years
,,,,,,
,,,,,"https://t.co/AXD89kpoml… https://t.co/8nYsfRI3G7""",
126450,att tmobile,neu,0,0,"Hi, why in Puerto Rico Att is more expensive than tmobile in their mobile plans? I like the strength of the signal in PR but not the expensive plans.… https://t.co/jjM4EMxHKM""",hi why in puerto rico att is more expensive than tmobile in their mobile plans i like the strength of the signal in pr but not the expensive plans
126460,att tmobile,pos,0.166666667,0,"I was hoping with less devices running to interfere the signal would get better, but it’s actually worse.  Places where I used to get a stable signal area dead.  I blame @pge4me for all of this, @ATTcares had no chance to prepare.… https://t.co/tzsklQrL74""",i was hoping with less devices running to interfere the signal would get better but it s actually worse places where i used to get a stable signal area dead i blame for all of this @attcares had no chance to prepare
127204,att tmobile,neu,0,1,"Silver lining, I wanted to go to @TMobile for a year now, but was saving $20/mo bundling ATT services. But dropping @ATT TVNow, allows me to also finally drop ATT mobile! So I may actually owe this dumpster fire company a thank you for forcing me to break these 18 year chains.… https://t.co/CA6XUcdjSx""",silver lining i wanted to go to @tmobile for a year now but was saving mo bundling att services but dropping @att tvnow allows me to also finally drop att mobile so i may actually owe this dumpster fire company a thank you for forcing me to break these year chains
127266,att tmobile,pos,0.325,0,@ATT So I spoke to an associate inside of a @TMobile store and she confirmed that y'all are indeed first to #5G so congrats y'all.,@att so i spoke to an associate inside of a @tmobile store and she confirmed that are indeed first to so congrats
6837,att verizon,pos,0.7,0,@MisterPreda @verizon @ATT that’s fair __ that’s some hella money they scammed from you tho can you SUE,@verizon @att that s fair that s some hella money they scammed from you tho can you sue
6840,att verizon,neg,-0.125,0,@MisterPreda @verizon @ATT I would call back and ask to speak with a manager. This is not okay,@verizon @att i would call back and ask to speak with a manager this is not okay
6846,att verizon,neu,0,0,@MisterPreda @verizon @ATT This is giving me Mariah Carey not knowing that she has to pay for electricity energy,@verizon @att this is giving me mariah carey not knowing that she has to pay for electricity energy
6847,att verizon,pos,0.171428571,0,"Jesus that’s so much money, I can only imagine having that much money right now, I probably wouldn’t be homeless that’s for damn sure.",jesus that s so much money i can only imagine having that much money right now i probably wouldn t be homeless that s for damn sure att did this to me years ago when my dad passed i went in with a death certificate to have his line taken off told it was yet it wasn t
,,,,,,
,,,,,"ATT did this to me years ago when my dad passed, I went in with a death certificate to have his line taken off, told it was yet it wasn’t.… https://t.co/7K6e1uJyU2""",
6849,att verizon,neg,-0.066666667,0,"@MisterPreda @verizon @ATT Yeah holy cow are they going to give you your $4,800 back?",@verizon @att yeah holy cow are they going to give you your back
6863,att verizon,neu,0,0,@MisterPreda @verizon @ATT wtf......... verizon better run you your check that's literally THOUSANDS,@verizon @att wtf verizon better run you your check literally thousands
6864,att verizon,neu,0,0,@MisterPreda @verizon @ATT I had something similar to this too.  they said it is my responsibility to check my phone statements.,@verizon @att i had something similar to this too they said it is my responsibility to check my phone statements
6865,att verizon,neu,0,0,@MisterPreda @verizon @ATT we storm Verizon at midnight,@verizon @att we storm verizon at midnight
6867,att verizon,neu,0,0,@MisterPreda @verizon @ATT Omg @verizon fix this,@verizon @att omg @verizon fix this
6875,att verizon,neu,0,0,"It came from my savings account which I don’t check and only put into. I would have noticed if it was from my checking account… https://t.co/9qcYuUVzCS""",it came from my savings account which i don t check and only put into i would have noticed if it was from my checking account
6879,att verizon,neu,0,0,"That's when you know you're LOADED is when you can't even tell that $100 is stolen from your acct every month lol… https://t.co/nKMbaHwfdQ""",when you know loaded is when you even tell that is stolen from your acct every month lol
6880,att verizon,neu,0,0,@MisterPreda @verizon @ATT Oh my god Daniel how didn’t you notice,@verizon @att oh my god daniel how didn t you notice
6887,att verizon,pos,0.475,0,@MisterPreda @verizon @ATT I'm with Verizon and they've been pretty good for my family and I __,@verizon @att with verizon and been pretty good for my family and i
6888,att verizon,neg,-0.6,0,@MisterPreda @verizon @ATT at&amp;t did my family dirty,@verizon @att at t did my family dirty
6890,att verizon,neg,-0.9765625,0,@MisterPreda @verizon @ATT @Verizon is still trying to get me to pay for a landline they installed at the wrong address!!!,@verizon @att @verizon is still trying to get me to pay for a landline they installed at the wrong address
6895,att verizon,pos,0.316666667,0,"@MisterPreda @verizon @ATT Wait, that's against the law?? Like I'm pretty sure that's a legal issue and you can take then to court for that",@verizon @att wait against the law like pretty sure a legal issue and you can take then to court for that
6902,att verizon,neu,0,0,@MisterPreda @verizon @ATT This is why you should always check your bank statement.,@verizon @att this is why you should always check your bank statement
6904,att verizon,neu,0,0,@MisterPreda @verizon @ATT but at&amp;t got hacked recently,@verizon @att but at t got hacked recently
6906,att verizon,pos,0.3125,0,@MisterPreda @verizon @ATT girl I’ve been with AT&amp;T since they were first called Cingular ain’t never disappointed my family,@verizon @att girl i ve been with at t since they were first called cingular ain t never disappointed my family
6911,att verizon,pos,0.6,0,@MisterPreda @verizon @ATT Honestly what telephone company can you trust? Skdbjs,@verizon @att honestly what telephone company can you trust skdbjs
6912,att verizon,neg,-1,0,@MisterPreda @verizon @ATT Yikes that is insanely overpriced for one line,@verizon @att yikes that is insanely overpriced for one line
6913,att verizon,neu,0,0,@MisterPreda @verizon @ATT How does this happen?,@verizon @att how does this happen
6914,att verizon,pos,0.5,0,@MisterPreda @verizon @ATT love that you @ them,@verizon @att love that you them
6916,att verizon,pos,0.5,0,@MisterPreda @verizon @ATT can’t imagine being able to lose $100 from my bank acc each month and not notice __,@verizon @att can t imagine being able to lose from my bank acc each month and not notice
6921,att verizon,neu,0,0,@MisterPreda @verizon @ATT Wait how does that even happen,@verizon @att wait how does that even happen
6922,att verizon,neg,-0.666666667,0,@MisterPreda @verizon @ATT Omg that's crazy!!!! I'm starting to hate Verizon!!,@verizon @att omg crazy starting to hate verizon
6923,att verizon,neg,-0.2,0,@MisterPreda @verizon @ATT How do you not notice? I watch my shit like fort knox _________,@verizon @att how do you not notice i watch my shit like fort knox
7358,att verizon,neu,0,0,RT @rice8007: @ATT @reckless so ATT wireless has had a voicemail outage for almost a month and no one is talking about it! @verizon here I…,rt @att so att wireless has had a voicemail outage for almost a month and no one is talking about it @verizon here i
7655,att verizon,pos,0.2,0,"ur edge device isn’t fast, so even the speed is there, ur home PC or smartphone cannot consume it. this breakthrough is on the server, backbone, backend, where it is needed the most.… https://t.co/upey0L4bUM""",ur edge device isn t fast so even the speed is there ur home pc or smartphone cannot consume it this breakthrough is on the server backbone backend where it is needed the most
8028,att verizon,pos,0.25,0,"Shout out to @att, @IBEWLocal102, @NJIT, @NJMIns, UTC Associates, and @Verizon for supporting today’s event, the Future of Work! We could not do what we do without you! #NJBIAevents #NJpolicy""",shout out to @att utc associates and @verizon for supporting today s event the future of work we could not do what we do without you
8167,att verizon,neg,-0.1,0,@verizon spent 20+ mins on the phone trying to activate my esim.,@verizon spent mins on the phone trying to activate my esim the rep suggested i have @att activate it if i wanted the at t as my esim i would switch to at t so i need to switch to at t
,,,,0,"The rep suggested I have @ATT activate it. If I wanted the AT&T # as my esim # I would switch to AT&T. So I need to switch to AT&T?""",
8205,att verizon,neu,0,0,"Cause nothing will load and I’ve been on T-Mobile Verizon sprint att. With boosters. Without boosters. They all have a trash signal out this way.… https://t.co/UkUWvCwUTR""",cause nothing will load and i ve been on verizon sprint att with boosters without boosters they all have a trash signal out this way
8245,att verizon,pos,1,0,@jamesramsey1 @DigginMiller04 @ATT @verizon Lol my wife reminded me that @ATT now owns @cnnbrk   Bam !! That starts to make sense now.,@att @verizon lol my wife reminded me that @att now owns bam that starts to make sense now
8262,att verizon,neg,-0.177777778,0,"@verizon has been having tons of trouble to down our way. Even when standing next to our tower. They'll blame it on the sun solar flares like deere has been with gps issues.… https://t.co/Qe7lUSKN5y""",@verizon has been having tons of trouble to down our way even when standing next to our tower blame it on the sun solar flares like deere has been with gps issues
8335,att verizon,neg,-0.375,0,@DigginMiller04 @ATT Yea but around ur house Verizon used to be weak,@att yea but around ur house verizon used to be weak
8349,att verizon,neg,-0.5,1,"Yep.  We had Verizon till about 4yrs ago then switched to ATT.  Big mistake.  Terrible compared to Verizon, especially inside buildings.… https://t.co/F1dkwgeck6""",yep we had verizon till about ago then switched to att big mistake terrible compared to verizon especially inside buildings
8421,att verizon,pos,0.25,0,"I’m pretty sure they won’t. Sprint and T-Mobile are the only two companies I’m aware of that have the buy out incentive which may not be a thing anymore with them. Last I heard of it was a year or two ago.… https://t.co/O9kY9nkl5O""",i m pretty sure they won t sprint and are the only two companies i m aware of that have the buy out incentive which may not be a thing anymore with them last i heard of it was a year or two ago
8467,att verizon,neu,0,0,@DannySriSai @nytimes @Xfinity @ATT @verizon The technology will become universal within no time...,@att @verizon the technology will become universal within no time
8601,att verizon,neu,0,0,Google is in the business of delivering content to people on the internet.,google is in the business of delivering content to people on the internet the fastest speed for delivering content is the weakest link in the delivery chain the internet
,,,,,"The fastest speed for delivering content is the weakest link in the delivery chain - the internet!… https://t.co/QtrCrqChB7""",
8607,att verizon,neu,0,0,@DannySriSai @nytimes @Xfinity @ATT @verizon There is a lot of work we do offline...,@att @verizon there is a lot of work we do offline
8614,att verizon,neu,0,0,@nytimes it means NOTHING if your internet access speed is still 100mbps from @Xfinity @ATT @verizon or whatever internet carrier you have!,it means nothing if your internet access speed is still from @att @verizon or whatever internet carrier you have
8695,att verizon,pos,0.2,1,Thanks for nothing @ATT. Can't wait to drop you after all these years for @verizon in a couple of months.,thanks for nothing @att wait to drop you after all these years for @verizon in a couple of months
8793,att verizon,neu,0,0,@JohnLegere @piratesbooty @verizon Where's my $100? I'm using ATT,@verizon my using att
9004,att verizon,neg,-1,1,"Hey! @verizon it’s been 15yrs, help me get out of my @ATT contract. I have horrible cell reception or no service #chicago… https://t.co/zEW24RH2xc""",hey @verizon it s been help me get out of my @att contract i have horrible cell reception or no service
9466,att verizon,neu,0,0,@JohnLegere @piratesbooty @verizon Nope and I have ATT $100 please. __,@verizon nope and i have att please
9862,att verizon,neu,0,1,@ATT @reckless so ATT wireless has had a voicemail outage for almost a month and no one is talking about it! @verizon here I come!,@att so att wireless has had a voicemail outage for almost a month and no one is talking about it @verizon here i come
9900,att verizon,pos,0.136363636,0,@Bkitch1Bodie @ATT Maybe a new plan@verizon,@att maybe a new plan @verizon
9981,att verizon,neu,0,0,@Wonkabar3000 @ATT Verizon didn’t use to have quality coverage in my area,@att verizon didn t use to have quality coverage in my area
9995,att verizon,neu,0,0,"In Wayne country you have to have USCellular, ATT and Verizon does not work. That’s about as Rural as it gets. Not sure if US Cellular works outside of their region.… https://t.co/nF61FytQ6M""",in wayne country you have to have uscellular att and verizon does not work that s about as rural as it gets not sure if us cellular works outside of their region
9999,att verizon,neu,0,1,"Hey @Suddenlink I have been on 3 calls tonight to fix one issue. 3.5 hours of my life are gone. @ATT  @verizon  @googledevs @Xfinity please come to Bryan College Station and save our cities from this horrible service.""",hey i have been on calls tonight to fix one issue hours of my life are gone @att @verizon please come to bryan college station and save our cities from this horrible service
10029,att verizon,neg,-0.138461538,0,"@kelly_carlin @ATT Verizon has a few screws loose, too.",@att verizon has a few screws loose too
10079,att verizon,pos,0.375,1,@alaina1424 @ATT Lolz. I originally was with att.. Verizon is lit tho,@att lolz i originally was with att verizon is lit tho
10087,att verizon,neu,0,1,Now I see why everyone left @sprint  and went to @verizon or @ATT,now i see why everyone left and went to @verizon or @att
10113,att verizon,neu,0,0,@VZWSupport 1 line unlimited data att says 74 after 10 per month discount with taxes and fees included.  What would be Verizon’s?,line unlimited data att says after per month discount with taxes and fees included what would be verizon s
10134,att verizon,neg,-0.375,1,@verizon @disneyplus @ATT been with you since 2005 but this has me weak. Your move.,@verizon @att been with you since but this has me weak your move
10173,att verizon,pos,0.208333333,0,Gotta love when you call @ATT dsl support and get a busy signal! Come in @verizon home 5G. Us rural Americans need it!,gotta love when you call @att dsl support and get a busy signal come in @verizon home us rural americans need it
10202,att verizon,neu,0,0,"The catch is you only have two choices in America. Verizon or ATT, and they will charge you for anything they provide you and then some to pad their pockets.… https://t.co/XPeWSYQIpu""",the catch is you only have two choices in america verizon or att and they will charge you for anything they provide you and then some to pad their pockets
10535,att verizon,pos,0.5,0,@hollyspangler @USCellular @verizon @ATT is not any better... so keep away from them.,@verizon @att is not any better so keep away from them
11626,att verizon,neg,-0.166666667,0,@blockmonkey @ATTHelp @ATT @VerizonSupport Less than a week for me,@atthelp @att @verizonsupport less than a week for me
11631,att verizon,neg,-0.113888889,0,"Yeah I'm not sure how long my #VoiceMail has been down, personally find this whole situation to be a touch alarming. Been reading accounts of it being down for weeks with some costumers.… https://t.co/mx4XadPguJ""",yeah not sure how long my has been down personally find this whole situation to be a touch alarming been reading accounts of it being down for weeks with some costumers
11647,att verizon,neg,-0.3125,0,"Andrew, did you mean to also tweet Verizon, or just @ATT ??  AT&T my v.m. problem has been intermittent. Was lucky I was able to check it once & I had 2 msgs. But then 2 days later I checked again when it worked & it told me I had a skipped msg which I didn't, & that one was junk… https://t.co/pSLrWDrs2q""",andrew did you mean to also tweet verizon or just @att at t my v m problem has been intermittent was lucky i was able to check it once i had msgs but then days later i checked again when it worked it told me i had a skipped msg which i that one was junk
11648,att verizon,neu,0,0,@meganeh35 @ATTHelp @ATT @VerizonSupport Will do __,@atthelp @att @verizonsupport will do
11649,att verizon,neg,-0.3125,0,"You mean for AT&T voicemail issues??  Nope... You'll have to see if @ATTHelp replies here to let us both know… https://t.co/4bZ5AYOKrn""",you mean for at t voicemail issues nope have to see if @atthelp replies here to let us both know
11659,att verizon,neu,0,0,"Just with all these #Robocalls been sending them to #Voicemail - worried might have missed important calls....… https://t.co/C9UZXh8fbq""",just with all these been sending them to worried might have missed important calls
11660,att verizon,pos,1,0,"Awesome, thx for sharing. Hopefully this can get resolved soon. Did you by chance find a link to a #Status page?… https://t.co/nQj8pqS25H""",awesome thx for sharing hopefully this can get resolved soon did you by chance find a link to a page
11662,att verizon,pos,0.6,0,"If you read all the comment to my @ATTHelp post that you liked, you'll see one of their responses was this… https://t.co/ycE2kTIEDJ""",if you read all the comment to my @atthelp post that you liked see one of their responses was this
12093,att verizon,neu,0,0,"@HP @verizon @ATT @CocaCola @CocaColaCo @GM @HiltonHotels Does this reflect your company values? Perhaps you should find another firm. #holdEYaccountable #ErnstAndYoung #equalrights https://t.co/Z7p0DZ9V2n""",@verizon @att does this reflect your company values perhaps you should find another firm
12247,att verizon,neu,0,1,"@ATT has the slowest speed. Every place I got to has 2 bars. Will this ever change? Looking to move to @verizon if not. Fix this quick please.""",@att has the slowest speed every place i got to has bars will this ever change looking to move to @verizon if not fix this quick please
12263,att verizon,neg,-0.25,0,@hollyspangler @USCellular @verizon @ATT has been spotty this week for some reason. I usually blame sunspots,@verizon @att has been spotty this week for some reason i usually blame sunspots
12628,att verizon,pos,0.4,0,RT @dallasnews: .@verizon takes aim at @ATT by offering @Disney’s rival streaming service for free https://t.co/e87zd3mhxH,rt @verizon takes aim at @att by offering s rival streaming service for free
12799,att verizon,pos,0.433333333,1,Bye @ATT After years of the shitty customer service @Verizon and @Disney are making it too easy to switch.,bye @att after years of the shitty customer service @verizon and are making it too easy to switch
12805,att verizon,neg,-0.025,1,"@ATT going on 24hrs without voicemail. What gives? Apparently, I’m not alone and it’s nationwide. I’m close to jumping to @verizon",@att going on without voicemail what gives apparently i m not alone and it s nationwide i m close to jumping to @verizon
12869,att verizon,pos,0.45,1,"Heyyyy @ATT are you going to give us Disney+ for free for a year like Verizon? Cause if not , I’ll gladly go to Verizon __.",heyyyy @att are you going to give us disney for free for a year like verizon cause if not i ll gladly go to verizon
12957,att verizon,pos,0.133333333,0,"@ATT where you at? Why can’t you be awesome like @verizon? We get terrible reception and a huge bill. A year of Disney+ would lessen the sting.… https://t.co/8GyInt7LsE""",@att where you at why can t you be awesome like @verizon we get terrible reception and a huge bill a year of disney would lessen the sting
13064,att verizon,neu,0,1,.@verizon hey is your voicemail working? Been considering switching - especially with this @ATT #Voicemail outage...,@verizon hey is your voicemail working been considering switching especially with this @att outage
13238,att verizon,neu,0,0,"My neighbor has the AT&T landline and said it was out of order during this past shut off. I don't personally have a landline with AT&T. We also heard that the San Mateo county fire station number 58 did not have a working landline during the shut off either.… https://t.co/ky8TV22rVl""",my neighbor has the at t landline and said it was out of order during this past shut off i personally have a landline with at t we also heard that the san mateo county fire station number did not have a working landline during the shut off either
13370,att verizon,neu,0,1,"@Verizon let me explain what ur doing is against the law. This is why we went to ATT. Now turning us into a collection department for a non existent Bill is gonna cost you in legal fees. This is not a threat but a promise. I do not owe you a dime.""",@verizon let me explain what ur doing is against the law this is why we went to att now turning us into a collection department for a non existent bill is gonna cost you in legal fees this is not a threat but a promise i do not owe you a dime
13460,att verizon,neu,0,0,Apple iPhone 6 A1549 Unlocked All Colors 64GB 32GB 16GB ATT T-Mobile Verizon Affordable $81.99 https://t.co/rKyQDR7ozp,apple iphone unlocked all colors att verizon affordable
13694,att verizon,neu,0,1,"@verizon I need to leave @ATT help ME out… """,@verizon i need to leave @att help me out
13890,att verizon,neu,0,0,"I actually switched to Verizon cause of this. I also had to buy a new phone because they lock their devices to their networks. On the bright side at least I now have the note 10+… https://t.co/9O4xrcRFBV""",i actually switched to verizon cause of this i also had to buy a new phone because they lock their devices to their networks on the bright side at least i now have the note
13923,att verizon,pos,0.8,1,I went from @ATT  to @verizon and honestly it was the best decision ever because now I’m not losing signal everywhere I go.,i went from @att to @verizon and honestly it was the best decision ever because now i m not losing signal everywhere i go
13966,att verizon,neu,0,0,If you with att or verizon HMU to make a band or two,if you with att or verizon hmu to make a band or two
14001,att verizon,neg,-0.3,1,"@ATT your coverage sucks. I want to return my phone and switch to @verizon, but I can’t afford to pay the remainder of my phone up front. So now I have a phone I can’t use with a provider I don’t want.""",@att your coverage sucks i want to return my phone and switch to @verizon but i can t afford to pay the remainder of my phone up front so now i have a phone i can t use with a provider i don t want
14131,att verizon,neu,0,1,I’m still on @ATT head. They need to figure it out. @verizon is defeating y’all to the point I may go back.,i m still on @att head they need to figure it out @verizon is defeating y all to the point i may go back
14397,att verizon,neu,0,0,@justpaulinelol @elonmusk @SpaceX Can’t wait until Starlink supersedes ATT and Verizon dualopoly.,can t wait until starlink supersedes att and verizon dualopoly
14413,att verizon,pos,0.1,0,"That’s not enough. They giving Verizon ppl a whole multi channel stream. And they give them Apple Music free. AT&T to money hungry… https://t.co/cw8iCaoc47""",that s not enough they giving verizon ppl a whole multi channel stream and they give them apple music free at t to money hungry
14455,att verizon,pos,0.42,0,Just heard @Verizon is doing a year worth of free Disney+ that’s pretty damn cool lol I wish @att can do that __,just heard @verizon is doing a year worth of free disney that s pretty damn cool lol i wish @att can do that
14462,att verizon,pos,0.625,0,"RT @JohnNosta: Commentary: We Have No Reason to Believe 5G Is Safe.  Rebuttal, please!",rt commentary we have no reason to believe is safe rebuttal please via @att @verizon
,,,,,,
,,,,,https://t.co/1WohcopLbT via @sciam #5G @att @verizon,
14475,att verizon,pos,0.625,0,"Commentary: We Have No Reason to Believe 5G Is Safe.  Rebuttal, please!",commentary we have no reason to believe is safe rebuttal please via @att @verizon
,,,,,,
,,,,,https://t.co/1WohcopLbT via @sciam #5G @att @verizon,
14542,att verizon,pos,0.175,0,"Actually, what about the true landlines? The AT&T spokesman in her article didn't comment on the POTS (""plain old"" landline) network infrastructure. Does it rely on PG&E to the degree than Comcast does? It runs on its own generators, by law. It always stayed up during blackouts.… https://t.co/lyLIj9gRHg""",actually what about the true landlines the at t spokesman in her article comment on the pots plain old landline network infrastructure does it rely on pg e to the degree than comcast does it runs on its own generators by law it always stayed up during blackouts
14632,att verizon,neu,0,1,Will @Verizon or @ATT buy out my Sprint lease?,will @verizon or @att buy out my sprint lease
14636,att verizon,neu,0,1,"No #5G devices on me but I’ve got a @verizon LTE vs @ATT 5Ge comparison handy.… https://t.co/bEK3fIw4yD""",no devices on me but i ve got a @verizon lte vs @att comparison handy
14646,att verizon,pos,0.133333333,0,@Kish__ @ATT I switched to ATT and lost my free Apple Music from Verizon. To say they’re so expensive they need to have more benefits.,@att i switched to att and lost my free apple music from verizon to say they re so expensive they need to have more benefits
14887,att verizon,neu,0,0,@ErinWillis @tracys10197 @wildcat1414 @ATT @verizon Retention,@att @verizon retention
14893,att verizon,neu,0,0,"I came back to find this thread to tell you I WON! MY NIGHTMARE IS OVER! Rene tim team was the way to go, thx for saving hours of my life… https://t.co/O8e1NZbHHR""",i came back to find this thread to tell you i won my nightmare is over rene tim team was the way to go thx for saving hours of my life
15324,att verizon,pos,0.061904762,0,"On the left is @ATT #5GE #faux5G. On the right is @verizon 4G LTE. Case. Closed. #MWC19 #5GBuiltRight… """,on the left is @att on the right is @verizon lte case closed
15352,att verizon,pos,0.4,1,"Me looking at @ATT after Verizon announced they were giving their customers Disney Plus for free.… """,me looking at @att after verizon announced they were giving their customers disney plus for free
15391,att verizon,neg,-0.15,0,"How is it that @verizon @ATT & @apple are so far behind you, @madebygoogle #Pixel4 and @SamsungMobile with @Android universal RCS messages/ Chat messages? @sanazahari @backlon @lockheimer #GalaxyNote10Plus #MessagesUpdates #UniteTheMessages Androidimessage… https://t.co/oSXULRqsMG""",how is it that @verizon @att are so far behind you and with universal rcs messages chat messages androidimessage
15562,att verizon,neu,0,0,"Also the only carrier doing press availability at the show.… https://t.co/tcdWZFdhM7""",also the only carrier doing press availability at the show
15579,att verizon,neu,0,0,"RT @JNels: Leadership: @verizon  launched #5G  in 13 cities and 16 sports venues with 7 devices for businesses &amp; consumers. Meanwhile, @ATT…",rt leadership @verizon launched in cities and sports venues with devices for businesses consumers meanwhile @att
15723,att verizon,pos,0.75,0,Will @ATT offer @disneyplus for 12 months since @verizon is?? That would be amazing!,will @att offer for months since @verizon is that would be amazing
15770,att verizon,neg,-1,0,"!!!!!! My att services has been absolutely horrible as well. My work phone is Verizon and I never ever have a problem.… https://t.co/fNB2ZlnxpD""",my att services has been absolutely horrible as well my work phone is verizon and i never ever have a problem
15876,att verizon,pos,0.4,0,"Hey @ATT, I see @verizon is giving their unlimited customers @disneyplus for free for a year. What do I get for my FOUR unlimited lines with you? Contract is almost up, just sayin'...""",hey @att i see @verizon is giving their unlimited customers for free for a year what do i get for my four unlimited lines with you contract is almost up just sayin
16097,att verizon,neu,0,0,@appleinsider @verizon @disneyplus Come on @ATT !!!!,@verizon come on @att
16161,att verizon,pos,0.4,1,.@verizon takes aim at @ATT by offering @Disney’s rival streaming service for free https://t.co/e87zd3mhxH,@verizon takes aim at @att by offering s rival streaming service for free
16381,att verizon,neg,-0.005175781,0,Verizon giving us a year of Disney plus!?!?!?! Lmao ATT AND SPRINT SOME LOSERS!!!!!,verizon giving us a year of disney plus lmao att and sprint some losers
16479,att verizon,pos,0.425,0,@lbRD15 Nah ima let Verizon pay for my Disney+. ATT trash and I can barely use my phone at work. I’m over it lol,nah ima let verizon pay for my disney att trash and i can barely use my phone at work i m over it lol
16726,att verizon,pos,0.05,0,"Already have the same fixed billing address on both @ATT and @DIRECTV with Escapees RV Club, it's the account type… https://t.co/v0Iogku7zT""",already have the same fixed billing address on both @att and with escapees rv club the account type
16795,att verizon,pos,0.1,0,@Bubba2501 @Direcy @ATT @DIRECTV @verizon https://t.co/l8Xyuhzncv gives you a fixed mailing address for $10/mo,@att @verizon gives you a fixed mailing address for mo
17063,att verizon,pos,0.6,0,"It must be nice to be @Verizon and have a ""competitor"" like @ATT that steals clients money and lies. Want to be treated like garbage and have your money stolen and then spend 5 hours of your life on the phone? #ATTsucks""",it must be nice to be @verizon and have a competitor like @att that steals clients money and lies want to be treated like garbage and have your money stolen and then spend hours of your life on the phone #attsucks
17228,att verizon,neu,0,0,"@ATTHelp Verizon is giving their customers 12 months of Disney+, just wondering if you will be doing the same __",@atthelp verizon is giving their customers months of disney just wondering if you will be doing the same
17944,att verizon,pos,0.45,0,Any one ,any one who have verizon att sprint postpaid should inbox me for free iphones latest ones anyone in canada uk australia should do so
,,,,,"Who have Verizon,Att, sprint postpaid ",
,,,,,Should inbox me for free iPhones latest ones,
,,,,,"Anyone in Canada, UK, Australia ",
,,,,,Should do so,
18545,att verizon,neu,0,1,@ThaDranksta Gotcha. I’m with ATT. I might have to check out Verizon,gotcha i m with att i might have to check out verizon
18962,att verizon,neu,0,0,"Starting November 12th, get @Disneyplus on us for a year with Unlimited. Then, $6.99/mo. Click here for offer details. #DisneyPlusOnVerizon""",starting november get on us for a year with unlimited then mo click here for offer details #disneyplusonverizon
19337,att verizon,neu,0,0,"Just an FYI: Verizon, Sprint, Att have yearly upgrade programs that allow you to get the newest iPhones once you have paid half of your phones worth and trade it in...so if you do this your not really “wasting” money on a new phone, you just keep paying your bill… https://t.co/6rFojq8aQp""",just an fyi verizon sprint att have yearly upgrade programs that allow you to get the newest iphones once you have paid half of your phones worth and trade it in so if you do this your not really wasting money on a new phone you just keep paying your bill
19446,att verizon,pos,0.1875,0,@reckless How many at @verge use something other than @verizon or @ATT?,how many at use something other than @verizon or @att
19457,att verizon,pos,0.7,0,"Samsung Galaxy Note 5 SM-N920 32GB Factory Unlocked ATT T-Mobile Verizon GOOD Shop now $93.99 https://t.co/LIYsjPbbm5… https://t.co/x7vP6u9W17""",samsung galaxy note factory unlocked att verizon good shop now
19679,att verizon,neg,-0.3,0,I don’t know which is actually slow laning Amazon for me Verizon/ or Att but I don’t appreciate either f y’all,i don t know which is actually slow laning amazon for me verizon or att but i don t appreciate either f y all
